id,Abstract_cleaned
1833,"Despite the growing calls to integrate realistic human behavior in sustainability science models, the representative rational agent prevails. This is especially problematic for climate change adaptation that relies on actions at various scales: from governments to individuals. Empirical evidence on individual adaptation to climate-induced hazards reveals diverse behavioral and social factors affecting economic considerations. Yet, implications of replacing the rational optimizer by realistic human behavior in nature society systems models are poorly understood. Using an innovative evolutionary economic agent-based model we explore different framings regarding household adaptation behavior to floods, leveraging on behavioral data from a household survey in Miami, USA. We find that a representative rational agent significantly overestimates household adaptation diffusion and underestimates damages compared to boundedly rational behavior revealed from our survey. This ""adaptation deficit"" exhibited by a population of empirically informed agents is explained primarily by diverse ""soft"" adaptation constraints awareness, social influences rather than heterogeneity in financial constraints. Besides initial inequality disproportionally impacting low/medium adaptive capacity households post-flood, our findings suggest that even under a nearly complete adaptation diffusion, adaptation benefits are uneven, with late or less-efficient actions locking households to a path of higher damages, further exacerbating inequalities. Our exploratory modeling reveals that behavioral assumptions shape the uncertainty of physical factors, like exposure and objective effectiveness of flood-proofing measures, traditionally considered crucial in risk assessments. This unique combination of methods facilitates the assessment of cumulative and distributional effects of boundedly rational behavior essential for designing tailored climate adaptation policies, and for equitable sustainability transitions in general."
6340,"While pilot projects in the smart grid domain have abounded through public and private efforts, there is still uncertainty in identifying effective business models for the smart grid. In this paper we take the view of a new entrant in this market acting as a third party provider of demand response. New entrants are a key player in emerging technological domains but simulation and policy analysis from this perspective have not been forthcoming. We present a novel approach for evaluating business models within a regulatory context and avoid committing to specific technical solutions but instead embark on a parameter exploration through simple yet insightful agent-based models. Our simulations analyse the impact of system performance by three key variables; participant population size, household flexibility in terms of the maximum number of DR events allowed and size of load shifting/shedding available. The simulations indicate that benefits of avoided capital investment leads to valuing a participating household at approximately £1800 over a 20 year period. These results show how mandated infrastructure influenced by policy can affect the value proposition of a demand response service and provide a useful reference for system level parameter requirements. With weak business models, policy decisions can be crucial in providing the impetus needed to spur growth in this market."
6438,"Highly pathogenic avian influenza virus subtype H5N1 is endemic in Asia, with live bird trade as a major disease transmission pathway. A cross-sectional survey was undertaken in northern Vietnam to investigate the structure of the live bird market (LBM) contact network and the implications for virus spread. Based on the movements of traders between LBMs, weighted and directed networks were constructed and used for social network analysis and individual-based modeling. Most LBMs were connected to one another, suggesting that the LBM network may support largescale disease spread. Because of cross-border trade, it also may promote transboundary virus circulation. However, opportunities for disease control do exist. The implementation of thorough, daily disinfection of the market environment as well as of traders' vehicles and equipment in only a small number of hubs can disconnect the network dramatically, preventing disease spread. These targeted interventions would be an effective alternative to the current policy of a complete ban of LBMs in some areas. Some LBMs that have been banned still are very active, and they likely have a substantial impact on disease dynamics, exhibiting the highest levels of susceptibility and infectiousness. The number of trader visits to markets, information that can be collected quickly and easily, may be used to identify LBMs suitable for implementing interventions. This would not require prior knowledge of the force of infection, for which laboratory-confirmed surveillance would be necessary. These findings are of particular relevance for policy development in resource-scarce settings."
1961,"When facing a crisis (or preparing for one), decision-makers often turn to peer networks, seeking advice and providing it. Scholars and practitioners endorse sharing knowledge and experience, especially for boosting resilience and combating crises. They believe such decentralized, peer-to-peer contact suits the ill-structured challenges organizations encounter. Yet, this endorsement overlooks a bias known as the Dunning-Kruger effect: People regularly misjudge their own and their peers’ skills. Thus, ascertaining whether a peer is sufficiently skilled to advise is an error-prone endeavor. Because of the bias, a person in need may mistakenly accept poor advice—and then proceed to unintentionally spread it. To understand advice networks in crisis, we weave case studies and experimental evidence into a formal model. Seeding the model with empirical data on skill (mis)judgment, we confirm that advice improves performance, but only if skill misjudgment is assumed away. When the bias is incorporated into the model, the risk of transmitting poor advice increases. As it cascades from one person to another, poor advice undercuts skill throughout organizations and networks. And it reduces the diversity and range of knowledge and advice, further hampering crisis response. Seeking a remedy, we introduce a theoretically-derived mechanism for carving up the advice network, showing how organizational design can ameliorate the risk. We conclude with implications for resilience and crisis research and practice whether in established organizations or entrepreneurial ventures."
1910,"Catch and distribution of tuna in the ocean are typically investigated with ocean basin-scale models. Due to their large scale, such models must greatly simplify tuna behaviour occurring at a scale below ∼100 km, despite interactions at this level potentially being important to both catch and distribution of tuna. For example, the associative behaviour of tuna with man-made floating objects, that are deployed by fishers to improve their catch rates (Fish Aggregating Devices; FADs), are usually ignored or simplified. Here we present a model that can be used to investigate the influence of tuna dynamics below the ∼100 km scale on larger scales. It is an Individual-Based Model (IBM) of a hypothetical, tuna-like species, that includes their interactions with each other, free-floating FADs and prey. In this IBM, both tuna and FADs are represented by Lagrangian particles that are advected by an ocean flow field, with tuna also exhibiting active swimming based on internal states such as stomach fullness. We apply the IBM in multiple configurations of idealized flow and prey fields, alongside differing interaction strengths between agents. When tuna swimming behaviour is influenced equally by prey and FADs, we find that the model simulations compare well with observations at the ≲100 km scale. For instance, compared to observations, tuna particles have a similar stomach fullness when associated or non-associated to a FAD, tuna colonize at similar timescales at FADs after their deployment and tuna particles exhibit similar variations in continuous residence times. However, we find large differences in emergent dynamics such as residence and catch among different flow configurations, because the flow determines the time scale at which tuna encounter FADs. These findings are discussed in the context of directing future research, and an improved interpretation of tuna catch and other data for the sustainable management of these economically important species."
1257,"Research methods based on modelling and simulation (M&S) are gaining popularity among social scientists to study societal dynamics. Emphasising the importance of this research approach, the Department of Religion, Philosophy and History at the University of Agder initiated a methodology module to help students on the religious studies programme learn about M&S-based research methods. The methodology module entails seminars, tutoring, meet-the-expert sessions and writing a short essay about the opportunities, limitations and challenges of applying the research methods. This article discusses the impact of the meet-the-expert event, examining students’ interaction with the experts to understand how they utilised the opportunity to learn about the research methods from M&S-based professionals in their field."
4460,"Public transport (PT) is a key element in most major cities around the world. With the development of smartphones, available journey planning information is becoming an integral part of the PT system. Each traveler has specific preferences when undertaking a trip, and these preferences can also be reflected on the smartphone. This paper considers transit assignment in urban public-transport networks in which the passengers receive smartphone-based information containing elements that might influence the travel decisions in relation to line loads, as well as passenger benefits, and the paper discusses the transition from the current widespread choosing approach to a personalized decision-making approach based on smartphone information. The approach associated with smartphone guidance that considers passengers’ preference on travel time, waiting time and transfer is proposed in the process of obtaining his/her preferred route from the potential travel routes generated by the Deep First Search (DFS) method. Two other approaches, based on the scenarios reflecting reality, include passengers with access to no real time information, and passengers that only have access to the arrival time at the platform are used as comparisons. For illustration, the same network proposed by Spiess and Florian is utilized on the experiments in an agent-based model. Two experiments are conducted respectively according to whether each passenger’s choosing method is consistent. As expected, the results in the first experiment showed that the travel for consistent passengers with smartphone guidance was clearly shorter and that it can reduce travel time exceeding 15% and weighted cost exceeding 20%, and the average saved time approximated 3.88 minutes per passenger. The second experiment presented that travel cost, as well as cost savings, gradually decreased by employing smartphone guidance, and the maximum cost savings accounted for 14.2% of the total weighted cost."
2350,"Addressing modern water management challenges requires the integration of physical, environmental and socio-economic aspects, including diverse stakeholders’ values, interests and goals. Early stakeholder involvement increases the likelihood of acceptance and legitimacy of potential solutions to these challenges. Participatory modelling allows stakeholders to co-design solutions, thus facilitating knowledge co-construction/social learning. In this work, we combine integrated modelling and participatory modelling to develop and deploy a digital platform supporting decisionmaking for water management in a semiarid basin under contentious water use. The purpose of this tool is exploring “on-the-fly” alternative water management strategies and potential policy pathways with stakeholders. We first co-designed specific water management strategies/impact indicators and collected local knowledge about farmers’ behaviour regarding groundwater regulation. Second, we coupled a node–link water balance model, a groundwater model and an agent-based model in a digital platform (SimCopiapo) for scenario exploration. This was done with constant input from key stakeholders through a participatory process. Our results suggest that reductions of groundwater demand (40%) alone are not sufficient to capture stakeholders’ interests and steer the system towards sustainable water use, and thus a portfolio of management strategies including exchanges of water rights, improvements to hydraulic infrastructure and robust enforcement policies is required. The establishment of an efficient enforcement policy to monitor compliance on caps imposed on groundwater use and sanction those breaching this regulation is required to trigger the minimum momentum for policy acceptance. Finally, the participatory modelling process led to the definition of a diverse collection of strategies/impact indicators, which are reflections of the stakeholders’ interests. This indicates that not only the final product—i.e., SimCopiapo—is of value but also the process leading to its creation."
5449,"Public institutions are increasingly reliant on data from social media sites to measure public attitude and provide timely public engagement. Such reliance includes the exploration of public views on important social issues such as gender-based violence (GBV). In this study, we examine big (social) data consisting of nearly 14 million tweets collected from Twitter over a period of 10 months to analyze public opinion regarding GBV, highlighting the nature of tweeting practices by geographical location and gender. We demonstrate the utility of computational social science to mine insight from the corpus while accounting for the influence of both transient events and sociocultural factors. We reveal public awareness regarding GBV tolerance and suggest opportunities for intervention and the measurement of intervention effectiveness assisting both governmental and non-governmental organizations in policy development."
6773,"Tetragonula hockingsi and T. carbonaria are two closely related species of Australian stingless bees. The primary species-specific character is the architecture of the brood comb. The brood comb of T. hockingsi is an open lattice comprising clumps of about ten cells that are connected by vertical pillars. In contrast, in T. carbonaria the brood comb is a compact spiral in which all brood cells (except on the margins) are connected by their walls to adjacent cells at the same height. We made detailed observations of the cell construction process in two colonies of each species. From these observations we formed a species-specific hypothesis about the algorithm followed by the bees during cell construction. The two algorithms allowed us to make predictions about the locations of new cells. Both T. hockingsi and T. carbonaria share a preference for constructing new brood cells in the clefts formed by two or three adjacent existing brood cells, but there are differences in detail for other components of the building process. The fundamental difference in the cell construction process of the two species is that for T. hockingsi, when a cluster of cells contains ten cells, the next cell added to the cluster is offset upwards by half a cell length, or, less often, a vertical pillar rather than a new cell is constructed. In T. carbonaria, cell construction is continuous at the comb margin so that there are no gaps between cells. Furthermore, it seems that T. hockingsi only makes use of local knowledge of the brood comb when deciding to place new brood cells, whereas T. carbonaria could make some building decisions based on knowledge of the total structure. We translated the species-specific algorithms into agent-based lattice swarm computer simulations of the cell construction process for the two species. These simulations produced representations of brood combs that are similar to those seen in vivo, suggesting that our biological rules are realistic."
2357,"To provide the forest industry with a better understanding of alternatives to simulate future adaptation pathways under evolving climatic and socio-economic uncertainty, we review the literature on how adaptation decisions are modelled in the context of plantation forests. This review leads to the conclusion that the representation of adaptation behaviour and decision-making remain very limited in most of the agent-based models in the forestry sector. Moreover, theoretical frameworks used to understand the adaptation behaviour of forest owners are also lacking. In this paper, we propose the application of protection motivation theory (PMT) as a framework to understand the motivation of forest owners to reduce the negative impacts of climate change on their forest plantations. Furthermore, the use of PMT allows factors affecting the maladaptive behaviour of forest owners to be examined. A survey of New Zealand foresters showed that less than 10% of smallholder forest owners adopted adaptation strategies. This result highlights the importance of addressing the research question “what motivates forest owners to take risk reduction measures?” Exploring this question is crucial to the future success of the New Zealand forestry sector and we suggest that it can be addressed by using PMT. This paper proposes a conceptual framework for an agent-based model as an alternative to simulating adaptation pathways for forest plantations in New Zealand."
933,"No fault found (NFF) is a reported fault for which the root cause cannot be found. An NFF event not only reduces the availability of the equipment to customers but also results in financial losses to the manufacturer. To date, risk due to NFF events is not considered separately in aircraft Maintenance, Repair, and Overhaul (MRO) planning. In this paper, we have studied the NFF event risk identification, distribution, and optimization in an aircraft MRO process based on data collected over three decades of aircraft maintenance. For framework development and formulating the critical NFF risk drivers, this paper applies soft system methodology with detailed semi-structured interviews of industry experts. For NFF risk distribution and optimization, we have used agent-based simulation modeling. The quantitative assessment of more than 5000 NFF cases in an aircraft MRO organization shows that NFF events are significantly non-deterministic during the life cycle of an aircraft. The three identified critical NFF risk drivers in the research are the MRO process stage, aircraft life cycle stage, and human working skills. The MRO process stage is the time of the NFF event during repair activity. The life cycle stage represents the timeline of the NFF event in useful aircraft life. Human working skill represents the role of manpower in the NFF event solution. Further theoretical elaborations of the research lead to the optimized NFF risk break-up at the contract preparation stage and risk driver's sensitivity analysis by the aircraft assembler, operator, and sub-contractor at the commercial bid submission stage."
8161,"Can a Knowledge-Level layer be located in the Semantic Grid infrastructure? Is it possible to design an Agent Communication Language (ACL) which enables Knowledge-Level agents to cooperate in a geographically distributed Semantic Grid despite nodes' failures or malfunctions? This paper tries to address the above Semantic Grid challenges presenting an agent-based Open Service Architecture which integrates geographically distributed agents in a Semantic Grid. The architecture is well integrated with standard Internet components and technologies and supports communication among Knowledge-Level agents. The role of agents is to retrieve, execute and compose available services providing more sophisticated instances of them. Inter-agent communication is realized by exploiting an advanced Agent Communication Language which supports a fault-tolerant anonymous interaction protocol and satisfies a set of well defined Knowledge-Level programming requirements. Here, we present the design of the architecture and of the Agent Communication Language as well as their implementation. The architecture is evaluated by means of several case studies which highlight the main feature of our proposal. The main advantage of our approach is to demonstrate that different issues, such as high level inter-agent communication and fault tolerance, can be successfully integrated in Grid infrastructures which provide Web Services maintaining a clean design of the architecture and a Knowledge-Level characterization."
8741,"This paper describes a spatial planning model combining a multi-agent simulation (MAS) approach with cellular automata (CA). The model includes individual actor behaviour according to a bottom-up modelling concept. Spatial planning intentions and related decision making of planning actors is defined by agents. CA is used to infer the knowledge needed by the agents to make decisions about the future of a spatial organisation in a certain area. The innovative item of this approach offers a framework for modelling complex land use planning process by extending CA approach with MAS. The modelling approach is demonstrated by the implementation of a pilot model using JAVA and the SWARM agent modelling toolkit. The pilot model itself is applied to a study area near the city of Nijmegen, The Netherlands."
7809,"Miconia calvescens (Melastomataceae) is a serious invader in the tropical Pacific, including the Hawaiian and Tahitian Islands, and currently poses a major threat to native biodiversity in the Wet Tropics of Australia. The species is fleshy-fruited, small-seeded and shade tolerant, and thus has the potential to be dispersed widely and recruit in relatively intact rainforest habitats, displacing native species. Understanding and predicting the rate of spread is critical for the design and implementation of effective management actions. We used an individual-based model incorporating a dispersal function derived from dispersal curves for similar berry-fruited native species, and life-history parameters of fecundity and mortality to predict the spatial structure of a Miconia population after a 30 year time period. We compared the modelled population spatial structure to that of an actual infestation in the rainforests of north Queensland. Our goal was to assess how well the model predicts actual dispersion and to identify potential barriers and conduits to seed movement and seedling establishment. The model overpredicts overall population size and the spatial extent of the actual infestation, predicting individuals to occur at a maximum 1,750 m from the source compared with the maximum distance of any detected individual in the actual infestation of 1,191 m. We identify several characteristic features of managed invasive populations that make comparisons between modelled outcomes and actual infestations difficult. Our results suggest that the model's ability to predict both spatial structure and spread of the population will be improved by incorporating a spatially explicit element, with dispersal and recruitment probabilities that reflect the relative suitability of different parts of the landscape for these processes."
4502,"Shared autonomous vehicles, or SAVs, have attracted significant public and private interest because of their opportunity to simplify vehicle access, avoid parking costs, reduce fleet size, and, ultimately, save many travelers time and money. One way to extend these benefits is through an electric vehicle (EV) fleet. EVs are especially suited for this heavy usage due to their lower energy costs and reduced maintenance needs. As the price of EV batteries continues to fall, charging facilities become more convenient, and renewable energy sources grow in market share, EVs will become more economically and environmentally competitive with conventionally fueled vehicles. EVs are limited by their distance range and charge times, so these are important factors when considering operations of a large, electric SAV (SAEV) fleet. This study simulated performance characteristics of SAEV fleets serving travelers across the Austin, Texas 6-county region. The simulation works in sync with the agent-based simulator MATSim, with SAEV modeling as a new mode. Charging stations are placed, as needed, to serve all trips requested (under 75 km or 47 miles in length) over 30 days of initial model runs. Simulation of distinctive fleet sizes requiring different charge times and exhibiting different ranges, suggests that the number of station locations depends almost wholly on vehicle range. Reducing charge times does lower fleet response times (to trip requests), but increasing fleet size improves response times the most. Increasing range above 175 km (109 miles) does not appear to improve response times for this region and trips originating in the urban core are served the quickest. Unoccupied travel accounted for 19.6% of SAEV mileage on average, with driving to charging stations accounting for 31.5% of this empty-vehicle mileage. This study found that there appears to be a limit on how much response time can be improved through decreasing charge times or increasing vehicle range."
8285,"This contribution deals with the assessment of the quality of a simulation by discussing and comparing ""real-world"" and scientific social simulations. We use the example of the Caffè Nero in Guildford as a 'real-world' simulation of a Venetian café. The construction of everyday simulations like Caffè Nero has some resemblance to the construction procedure of scientific social simulations. In both cases, we build models from a target by reducing the characteristics of the latter sufficiently for the purpose at hand; in each case, we want something from the model we cannot achieve easily from the target. After briefly discussing the 'ordinary' method of evaluating simulations called the 'standard view' and its adversary, a constructivist approach asserting that 'anything goes', we heed these similarities in the construction process and apply evaluation methods typically used for everyday simulations to scientific simulation and vice versa. The discussion shows that a 'user community view' creates the foundation for every evaluation approach: when evaluating the Caffè Nero simulation, we refer to the expert community (customers, owners) who use the simulation to get from it what they would expect to get from the target; similarly, for science, the foundation of every validity discussion is the ordinary everyday interaction that creates an area of shared meanings and expectations. Therefore, the evaluation of a simulation is guided by the expectations, anticipations and experience of the community that uses it - for practical purposes (Caffè Nero), or for intellectual understanding and for building new knowledge (science simulation)."
7502,"In this paper, we investigate bubble and crash in the artificial financial market. Based on Ball and Holt (1998)'s experiment in the laboratory with real human beings, we create a simple artificial financial market using an agent-based simulation. In this simulation, we model each agent with different characteristics with respect to expectation formation and time discounting. We found that the case of prospect theory plus exponential time discounting is most resemble with the price dynamics found in Ball and Holt's experiment and real world price bubble and crash. We also examine whether Ball and Holt's and our experiment are really judged as a bubble and crush with some indexes so far proposed. Then, Ball and Holt' experimental result is judged not as a price bubble but as a divergent oscillation, while our result is judged as a bubble."
1163,"Tree populations worldwide are facing an unprecedented threat from a variety of tree diseases and invasive pests. Their spread, exacerbated by increasing globalisation and climate change, has an enormous environmental, economic and social impact. Computational individual-based models are a popular tool for describing and forecasting the spread of tree diseases due to their flexibility and ability to reveal collective behaviours. In this paper we present a versatile individual-based model with a Gaussian infectivity kernel to describe the spread of a generic tree disease through a synthetic treescape. We then explore several methods of calculating the basic reproduction number R<inf>0</inf>, a characteristic measurement of disease infectivity, defining the expected number of new infections resulting from one newly infected individual throughout their infectious period. It is a useful comparative summary parameter of a disease and can be used to explore the threshold dynamics of epidemics through mathematical models. We demonstrate several methods of estimating R<inf>0</inf> through the individual-based model, including contact tracing, inferring the Kermack–McKendrick SIR model parameters using the linear noise approximation, and an analytical approximation. As an illustrative example, we then use the model and each of the methods to calculate estimates of R<inf>0</inf> for the ash dieback epidemic in the UK."
2903,"This paper outlines the potential gains for Constructionist research and praxis in modelling that might be obtained by recognising the power of the Patch—a humble computational being in the NetLogo modelling environment that has been overshadowed by its more popular fellow agent, the Turtle. To contextualise this opportunity, I describe how Constructionist modelling has thrived by promoting forms of learning that rely on learners’ identifying with agents. I argue that patches are a neglected agent type in this multi-agent modelling tradition, and that the possibilities for learners to adopt the patch perspective in support of exploratory forms of modelling and aesthetic expression have been under-researched. Nevertheless, I show there are a variety of powerful ways for learners––both individually and in groups––to identify with patches. I describe ongoing research showing how taking an aesthetic approach to patches has the potential to support individuals and groups in powerful forms of learning with and about multi-agent modelling. Practitioner notes What is already known about this topic Turtles (movable agents in Logo and Constructionist environments descended from Logo) can be ‘transitional objects’ that provide learners a way to make powerful ideas their own. These agents can be powerful ‘objects-to-think-with’ in large part because they encourage learners to identify with them in a form of learning known as ‘syntonic learning’. Expressive activities that draw on learners’ aesthetic interests can support their learning with and about computational representations. Multi-agent modelling is a powerful extension of Logo-based learning environments that provides access to powerful ideas about complex systems and their emergent properties. In the multi-agent setting, individual learners and/or groups of learners can identify syntonically with agents to provide entry points for reasoning about complexity. What this paper adds Patches (non-movable agents in the NetLogo modelling environment) are under-represented in the research on multi-agent modelling, and the potential for learners to adopt the patches’ perspective has been neglected. An aesthetically driven approach to patches can ground students’ understanding of their expressive value. Participatory activities in which learners play the role of patches (called ‘Stadium Card’ activities) can ground the patch perspective, so that learners can achieve a form of syntonicity and/or collectively adopt the perspective of patches in the aggregate. Participatory activities that blend intrinsic and extrinsic perspectives on the patch grid can further enhance learners’ facility with programming for patches and their understanding of patches’ collective expressive power. Implications for practice and/or policy Balancing the focus between turtles and patches can enrich the modelling toolbox of learners new to agent-based modelling. Patches do capture important aspects of individual and collective experience, and so can be good objects-to-think-with, especially when conceptualising phenomena at a larger scale. The expressive potential of the patch grid is an important topic for computer science as well (eg, through 2D cellular automata). This is a rich context for learning in itself, which can be made accessible to groups of learners through physical or virtual participatory role-play. Moreover, physical or virtual grids of people-patches may exhibit novel aggregate computational properties that could in turn become interesting areas for research in computer science."
4093,"In this chapter, we aim to illustrate the benefits of data collection and analysis to the maintenance and planning of current and future low voltage networks. To start with, we present several recently developed methods based on graph theory and agent-based modelling for analysis and short-and long-term prediction of individual households electric energy demand. We show how maximum weighted perfect matching in bipartite graphs can be used for short-term forecasts, and then review recent research developments of this method that allow applications on very large datasets. Based on known individual profiles, we then review agent-based modelling techniques for uptake of low carbon technologies taking into account socio-demographic characteristics of local neighbourhoods. While these techniques are relatively easily scalable, measuring the uncertainty of their results is more challenging. We present confidence bounds that allow us to measure uncertainty of the uptake based on different scenarios. Finally, two case-studies are reported, describing applications of these techniques to energy modelling on a real low-voltage network in Bracknell, UK. These studies show how applying agent-based modelling to large collected datasets can create added value through more efficient energy usage. Big data analytics of supply and demand can contribute to a better use of renewable sources resulting in more reliable, cheaper energy and cut our carbon emissions at the same time."
8553,"This chapter outlines five difficulties with modelling demographic behavior using Agent-Based Modelling (ABM), with particular reference to the role of social interactions in the diffusion of new contraceptive practices. The first difficulty is the potentially thin character of information and activities relevant to contraception within the wider framework of social action. The second difficulty is ensuring the correct relationship between ABM and existing theories, either based on aggregate statistical patterns or strong homogeneity assumptions about individuals. The third difficulty is ensuring an adequate representation of the contextual nature of social action, both in time and space. The fourth difficulty is to represent the complexity of decision processes adequately, so they can take account of the transmission of different kinds of information: norms, costs and benefits, practices and so on. The final difficulty is the possibility of collecting relevant data for building and testing ABMs. The chapter also draws attention to the connections between these difficulties and suggests solutions where these exist. In some cases, like the modelling of thin processes and cognitive complexity, considering social behavior from an ABM perspective reveals important challenges for social science research that are obscured by other approaches to modelling."
4916,"This article engages with the methods content in Dowding’s book, examining the underlying assumptions regarding political science methodology and data and arguing that these issues deserve a more central role. In particular, the new possibilities for generation and analysis of large-scale data sources from political activity is driving methodological change, requiring a variety of multi-disciplinary expertise, and presenting new ethical challenges. Expansion of the toolkit of political science methodologies to incorporate the growing field of computational social science, or social data science, draws new scientists into the analysis of politics – such as mathematicians, computer scientists and physicists – who bring their own philosophy and practice of theory building, explanation and approach, which may shape the discipline in the future."
525,"The article discusses the development and study of a new matrix-based hybrid genetic algorithm (MBHGA) for solving an agent-based model of firms' behavior with controlled trade interactions. The proposed model employs symmetric strategies optimized using the MBHGA algorithm. This algorithm combines evolutionary search with real-coded crossover and matrix binary-coded crossover as genetic operators, creating a hybrid approach. The aim of the designed system is to assist decision-makers in selecting optimal strategies for their firms in situations where some companies impose restrictions on interactions. As demonstrated by the results of optimization experiments, the MBHGA algorithm significantly outperformed other methods, such as RCGA, PSO, GWO, SPEA2, and NSGA-II, in terms of both accuracy (measured by deviations from reference values) and the quality of the Pareto front approximation (measured by LHV, IGD, and CPF) when solving an agent-based model of firms' behavior. As demonstrated in this study, the performance of MBHGA significantly depends on the size of the model (i.e., the number of agents), and it can be enhanced by parallelizing the evolutionary search process, including matrix crossover operations for decision variables. Optimization experiments using a genetic algorithm were conducted to maximize utility functions for agent companies under trade restrictions. The results showed that trade restrictions have a negative impact on the utility function values in both single- and multi-objective optimization, for selected countries and for all countries' firms. However, an optimization-based approach using the MBHGA algorithm can help minimize the negative consequences of trade restrictions by providing the ability to find nondominated solutions and the best possible trade-offs."
1417,"Mobility-as-a-Service (MaaS) system is regarded as one of the emerging solutions to offer integrated, seamless, and flexible multi-modal mobility services as an alternative to privately owned mobility resources. MaaS is expected to change the way users will choose their modes of transport to reach their daily activities, and how service providers will generate profits, cooperate, and compete. To successfully deploy MaaS to reach the intended goals, it is critical to develop feasible and sustainable models that capture the diverse needs of customers as well as the diverse and often competing objectives of service providers. This paper aims to provide a general modelling framework and a critical and descriptive analysis of the relevant literature relating all main actors in the MaaS ecosystem, and identify and discuss all factors that are considered relevant, focusing on the actor’s decision-making processes and their correlations. This review shows the large variety and interaction of factors influencing MaaS adoption and their impact on forecasting MaaS appeal. It is also observed that current travel behaviour and multi-modal transport models are not fully capturing the diverse travel needs and choices of potential MaaS users. Recent advancements in agent-based simulation and discrete choice modelling offer potential solutions to address this gap, and future research should aim in that direction. Finally, the review analyses the interaction between MaaS actors, including customers, service providers, the government, and the MaaS Broker, highlighting the complexity of the modelling process comprising all actors of the MaaS ecosystem. Therefore, it is recommended to prioritise future research in exploring these areas."
6153,"This paper presents an agent-based demand side management framework (ADSMF) as an intelligent solution to shorten the supply-demand gap in microgrids by forming virtual market environments that allow neighboring microgrids to trade with each other. The framework does two essential tasks: 1) routing power from surplus locations to deficit locations by effectively coordinating with distributed energy resources (DERs); and 2) enabling customers' participation in electricity enterprise through demand response (DR). The low preference loads of the end-users are grouped into two categories, viz. shiftable and curtailable loads, according to the level of flexibility involved in their operation. Also, three smart DR options are identified to allow the customers to choose as per their requirement. The customer's participation is encouraged through a priority-based incentive mechanism. The proposed incentive mechanism uses frequency of participation of customers in DR and their contribution to benefit gained by the overall system to cater the incentives. The feasibility of the framework is demonstrated by applying on a case study network with two grid-tied microgrids simulated using Java Agent DEvelopment framework (JADE). The extensive simulation studies on the test network have proved the applicability and effectiveness of the proposed agent-based framework in mitigating the supply-demand gap in multimicrogrid environment."
4203,"The naturalization of logic aims at a revision of mainstream logic. In this article, I contend it is an urgent task to be completed. This new project will permit a new collaboration between logic and cognitive science. This can be accomplished doing for logic what many decades ago Quine and other philosophers undertook in the case of epistemology. First of all, this article analyzes how the naturalization can be achieved thanks to some insights provided by the recent John Woods’ book Errors of Reasoning: Naturalizing the Logic of Inference; important concepts that regard a naturalized logic are synthetically analyzed: errors (and the problem of fallacies), paradigm creep, third-way reasoning, consequence-having and consequence drawing, agent based reasoning. The article also takes advantage of my own studies, which are aimed both at exculpating the negative fallacious character of abduction (it is the fallacy of the affirming the consequent) and at illustrating the EC-model (Eco-Cognitive model) of it, I have recently proposed. Aiming at encouraging the project of naturalization of logic, the article specifically recommends the increase of logical research on abduction, and emphasizes how current philosophical and logical research on human inferences is indebted towards Charles Sanders Peirce, a philosopher whose importance and modernity are too often underestimated. The final part of the article will introduce an analysis of the importance of the so-called optimization of situatedness, a concept that is necessary to understand that maximization of “abducibility”, which characterizes modern science."
3686,"Considering changes in the global climate, there is an impetus to diversify away from fossil fuels as part of efforts to reduce greenhouse gas emissions. Biomass, as a source of energy, has the potential to generate sustainable power and fuels and contribute towards a cleaner future. In fact, the utilisation of biomass as a carbon dioxide neutral organic source in an integrated system generates valuable products, and reduces waste and the consumption of non-renewable resources. Gasification, the preferred option for converting biomass to combustible gas, provides higher electrical efficiencies than combustion, whereby the syngas generated from the gasification process can be utilised to generate clean energy. In addition, syngas can be utilised for the production of ammonia and methanol thus reducing their respective dependencies on natural gas. This study will detail an optimised biomass gasification process considering multiple parameters, including the thermodynamic operating conditions, the type of gasifier (gasifying agent) and feedstock. Fundamentally, this study considers the process pathways for the recycling of multiple sources of biomass to generate high energy syngas from the available biomass options when used in combination as blends or individually. To achieve this aim, an Aspen Plus simulation model is developed for four different biomass agent-based gasification techniques using the biomass characteristics of certain Qatar biomass materials, which include date pits, manure and sewage sludge. Outcomes of the study included an optimisation of the gasification processes to yield different blending options of the biomass feedstock satisfying the downstream operations of power and fuels production. The results demonstrate the domination of date pits for two of the considered configurations with over 99% w/w date pit feed composition. Moreover, the sensitivity analysis conducted on the different configurations highlighted specific optimum operation points in terms of temperature, pressure, and oxygen and steam feed ratios. The hydrogen content in the generated syngas, considered important for the downstream production, yields a peak at approximately 850 °C and 1 bar with a modified equivalence ratio of approximately 2.5, and a ratio of oxygen supplied by an air-steam combination of approximately 0.6. The process can be further optimised by considering trade-offs between product purity or yield, profit, operating efficiency, quality of raw materials blends, and carbon footprint."
5001,"Over the past 100 years, social science has generated a tremendous number of theories on the topics of individual and collective human behaviour. However, it has been much less successful at reconciling the innumerable inconsistencies and contradictions among these competing explanations, a situation that has not been resolved by recent advances in computational social science'. In this Perspective, I argue that this incoherency problem' has been perpetuated by an historical emphasis in social science on the advancement of theories over the solution of practical problems. I argue that one way for social science to make progress is to adopt a more solution-oriented approach, starting first with a practical problem and then asking what theories (and methods) must be brought to bear to solve it. Finally, I conclude with a few suggestions regarding the sort of problems on which progress might be made and how we might organize ourselves to solve them."
